reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
b3fe9bd5-2f30-45e3-a33c-63a0120aeee7,awinxz bae,https://play-lh.googleusercontent.com/a/ACg8ocLihI9-Fg-WHLJ2145nNUlsYjs7aKTM1lcOhO9Z2F_4hMtbLQ=mo,"keseluruhan sih aman,,tapi ada kalanya tiap mau transfer dihadap kn dengan ada nya hilang koneksi,padahal data kenceng apa lagi di wifi,tetap ajah susah,,malah ada aturan di uninstal dulu lalu di download lagi baru bisa,,inti nya mh susah koneksi dan lemot",5,303,2.70.0,2024-12-10 11:07:01,,,2.70.0
0d6c7f49-f74b-4023-8627-37e3b85f7a59,Achmad Ashrofi,https://play-lh.googleusercontent.com/a-/ALV-UjU7GjdlUFLSlHXFKto40RmcMAmijCBbQVnwe7YUAfQpV2514E0y,"Udah bisa lagi. Sebenere aplikasi Dana tu aplikasi dompet digital yang bagus, cuman ya itu, sering banget eror. Dan kalau eror, karena ga disediakan alternatif media yang disarankan untuk menghubungi CS, jadi bingung, ini mau kontak CS ke mana. Ke medsos ga ada balasan. Kalo misalkan emang antrean pesan lagi banyak, saran saya sediakan fitur chat bot yang bisa menginformasikan bahwa antrean CS lagi banyak, supaya pengguna masih merasa ada harapan di jawab. Terimakasih.",4,1300,2.69.1,2024-12-01 01:50:48,"Hi Ashrofi, terima kasih utk sarannya. Kami akan mempertimbangkan saran dari Kamu demi kenyamanan Kamu menggunakan aplikasi DANA ya Kak. Thanks -AK-",2020-01-11 10:54:48,2.69.1
0393a108-625c-400b-9754-05bbee291e0c,Agus Sulton,https://play-lh.googleusercontent.com/a-/ALV-UjWShn-SeLIseSGnUAx1OVosN9VRKEf-yWgiDJptvRikEnytAEc,"Tolong bantuannya, saya tidak bisa cek riwayat transaksi. Menu Aktivitas tidak berfungsi sama sekali, muter muter loading di tunggu berjam jam tetep gak mbuka. Upaya yang sdh saya lakukan bersihkah chace, data sudah. Upgrade juga audah, jaringan sangat bagus. bahkan sudah unistal hingga instal ulang tetep gak berhasil untuk buka menu Aktivitas. Mohon bantuannya sangat. Terjadi seperti ini sudah seminggu, sedih sekali....",2,235,2.69.0,2024-11-23 17:29:17,,,2.69.0
e726dfbb-a6f9-43a3-a5d6-367052bbf1f0,Wendi Nurdiansyah,https://play-lh.googleusercontent.com/a-/ALV-UjUjvUuB6zdNd4E7qWRyf8jiZuz5IP1V0sriwgdr44DDjOTu8ZsdLQ,Makin kesini DANA makin ngaco. Semakin sering update malah makin parah bug. Gak bisa tarik tunai alfamart krn gak muncul logo tarik tunai. Logo +a reward jadi hilang semua. Pengaturan profil gak muncul. Parah. Taransaksi juga susah & lambat. Kesimpulan = GAK USAH BANYAK UPDATE KALO SEMAKIN ANCUR APLIKASINYA.,1,92,2.70.0,2024-12-10 10:58:10,,,2.70.0
b947d2b4-9a8e-42ef-bff2-1114f7bea48d,115_Eki Nur Hanifah,https://play-lh.googleusercontent.com/a/ACg8ocK5GTYr-6WurwafaaLkjokjOTkl58DkCYe3oeImeafUF6h1rA=mo,"Sedang error segala riwayat transaksi saya hilang dan saat saya bertransaksi tidak dapat membuka detail transaksi, ini terjadi baru sesaat saya tf uang jutaan hampir 10jt dan tiba² error saat membuka detail transakai, saya sudah chat didiana tapi masih belum ada jawaban dari admin langsung. Saya akan menambah bintang jika sudah benar kembali dan riwayat transaksi saya kembali",1,326,2.69.1,2024-11-30 13:19:08,,,2.69.1
6490ba5d-8b4a-4368-b869-abad6eca954e,Ammar tokisaki,https://play-lh.googleusercontent.com/a-/ALV-UjUrexwrWL7nQu4_CVnbhVf2ATrKxqb4cTCQDewCR08jHIlGrk0,Aplikasi ini sebenarnya bagus. Membantu saya sejauh ini untuk melakukan beberapa transaksi pembayaran. Tapi ada satu kendala yang saya alami saat ini terkait pembayaran pada aplikasi tertentu seperti (spotify). Jadi saya harap pihak DANA bisa mengatasi masalah ini secepatnya! Sebab saya ingin melapor dirasa percuma. Karena yang balas pesan adalah bot dan tidak bisa menjawab permasalahan yang saya alami saat ini.,2,110,2.69.0,2024-11-25 02:03:51,,,2.69.0
2293643d-6dba-443c-9648-ce54635e9973,Hazra Dalimunthe,https://play-lh.googleusercontent.com/a-/ALV-UjVLFOOHwgUsFS66boFYHJ6hTZzmSR3QgvRhG3Tstj9nzXplgeo,"Maaf bangetttt kasih bintang 2. Aplikasi sebenarnya bagus dan mudah transaksi tapi saya kecewa karena 2x uang hilang, kehilangan pertama tidak ada riwayat pembayaran apapun dan kehilangan kedua ada riwayat pembayaran tapi ga jelas kemana uangnya terkirim karena pembayaran aplikasi apapun saya gunakan pembayaran dengan aplikasi sebelah bukan aplikasi dana ini. Uda coba minta pengembalian uang tapi tidak bisa kembali uangnya. Saya harap kedepannya aplikasi ini dapat lebih baik lagi.",2,56,2.69.1,2024-12-07 07:38:12,,,2.69.1
e574148e-f56e-4700-ba54-3e0859a9e1ef,Ruhiat (Aru),https://play-lh.googleusercontent.com/a-/ALV-UjXpP1cAjjloRfVL0n3JypwrxB03ltdGWAr7MjTY-sCrLVFEJbib,"Dana kalau dirasa sistemnya terlalu berat, bugnya terlalu besar jadi untuk pengguna android 8 kebawah akan sangat lemot, jadi tolong pada developer perbaiki agar pengguna android 8 kebawah dapat menggunakan apk dana ini semakin nyaman. Terimakasih",4,31,2.69.1,2024-12-08 05:35:01,,,2.69.1
1c96df47-b059-42e1-bf68-f842045836cc,Nuril Nuril,https://play-lh.googleusercontent.com/a/ACg8ocIJH8roD7RGd_L7Sa92l5E4Wstioak691yVcA9NUEg-Ex474w=mo,"Kenapa aplikasi nya begini ya.. Jelek bangat, saya yang dari kemarin punya keluhan tidak di respon dengan baik malah di persulit, padahal nomor hp selalu aktif... Apa ini di sengaja? Saya mencoba login dengan akun baru malah cepat di respon... Tolong dong min keluhan saya ttg lupa pin tsb soalnya saya juga butuh saldo saya.. Saya juga ingat dengan betul pin saya tp pihak dana yang sengaja agar tidak bisa masuk akun..  Payah banget sangat kecewa Semua aplikasi gak seperti ini juga deh👎👎",2,82,2.69.0,2024-12-02 10:10:52,,,2.69.0
43370dd3-7f4c-4d6a-8f2e-7d9514f0f58a,iis afrianti,https://play-lh.googleusercontent.com/a-/ALV-UjU9jvLFuqP_wbTwhp8-Pwo2R7_GPbcwcMp5fygVYCvG1zHwH5c,"Utk kemudahan transaksinya saya akui sangat bagus, tapi kenapa d perangkat hp saya tiba2 tidak bisa download bukti detail transaksi (riwayat aktivitas tdk bisa dibuka). Udah coba cara2 sprti, hapus cache, update, hapus & re-install apl tapi ttp ga bisa. Jd ribet klo mau nunjukin bukti transaksi Krn bukti detail tdk bisa dibuka.",4,19,2.69.1,2024-12-07 23:44:46,,,2.69.1
3af57089-e8a2-448b-9ae0-9e3a193794e5,rizqanul akmal,https://play-lh.googleusercontent.com/a-/ALV-UjUOLM7Mtft-9bnFJxRvjrIvjm34yUzTeGtIQrJnezSaM9Oe3qY,"Apa apan pembayaran dikali 2 ditarik terus saldo pelanggan pembayaran sekali dalam 24jam ditariknya lagi, belum kelar mau claim penarikan, di tarik lagi saldoku, ini dah ke empat kalinya ya!!!!!!",1,10,2.69.1,2024-12-11 05:55:19,,,2.69.1
49661ce8-4336-4ef9-ade6-78c5ca1e2b4e,Tai Anjing,https://play-lh.googleusercontent.com/a-/ALV-UjVRgZd8qGYB_z67CrsiFUKAmM-doVCVz1ovxd2UebOI9Nvw1IA,"4 th lebih, baru kali ini kecewa, saldo hilang lumayan besar sudah laporan tapi uang tidak bisa kembali dgn alasan tidak memenuhi kriteria,, yang jadi pertanyaan saya,, gunanya dana ptotaction untuk apa,pin tiap transaksi untuk apa, scan wajah juga untuk apa,, semua hanya pajangan,, ketika akun diretas semuanya tidak berguna,,terima kasih untuk kekecewaanya",1,121,2.69.0,2024-12-02 23:43:19,,,2.69.0
da7c8ff1-3aa3-40f9-9f72-58b260b26750,khabib alkharis,https://play-lh.googleusercontent.com/a-/ALV-UjXwq-Ikb_zP8afhqM2taVPbMKePix1Z0_1T95ZEKRr8bD9YS6wI,Kenapa susah sekali upgrade ke premium... Internet bagus dokumen foto jelas Selfi jelas tetapi masih selalu koneksi internet jelek... Hanya aplikasi dana yg koneksi internet jelek aplikasi yg lainnya lancar. Saat mau ngobrol dg Cs juga selalu error. Coba bisa di bantu nggak... Klo nggak aku mau uninstall aja... Update trus tapi kualitas menurun...,2,47,2.70.0,2024-12-09 04:47:49,,,2.70.0
3b171a75-536b-4c36-8ca6-915ef37d6fcc,Yasifa R,https://play-lh.googleusercontent.com/a/ACg8ocLeaH10XpJs8sX0raOesKRIG_j8a_s0B6kjsmRG-RGmXupk_A=mo,"ga pernah apa² tiba-tiba kena hack, ya saldo sih aman karena emg lagi ga ada, eh ini malah E-Ktp nya jadi masuk ke org lain. Kalo misalkan pemilik ngelakuin perpindahan dana kan harusnya ada notif pemberitahuan dari keamanan, ini bahkan notif pun ga ada dan tiba-tiba ga premium, bikin laporan juga lambat, semenit belum bales aja langsung di putus koneksi, ya gw kan lagi ngetik anjir bisa sabar ga sih? mana tiap agen kadang suka ada yang lemot, dikasih tau a nyambung nya malah ke yg lain, tolol",1,80,2.69.0,2024-11-30 16:20:27,,,2.69.0
41a2d2be-8a81-438a-ae93-38622948fa6a,Tiar Botutihe,https://play-lh.googleusercontent.com/a-/ALV-UjW8mKS8xc6c7p1LGs6cfJQTkIfA2-r5wYMlj3EXFjvZVY8iR3Kz,"Aplikasi Dana skarang makin banyak potongan,,bahkan hanya untuk topup aja harus di potong juga begitu juga dngan transaksi lainnya. Udah kita di kenakan biaya transfer bahkan untk isi dana aja harus bayar dan nggak murah lagi untk patongan setiap kali kita ngisi saldo dana.... Saran saya untk biaya transaksi nggak apa-apa bila ada tpi klw bisa di rendahkan biaya serta biaya potong untk setiap isi saldo dana klw bisa nggak usah ada lagi krna kita sebagai nasabah dana sangat keberatan soal ini....",2,73,2.69.0,2024-11-25 21:22:15,,,2.69.0
57eb8c64-db6f-4b7e-a7d2-90ab6f2a5fc4,Herjan Herjan,https://play-lh.googleusercontent.com/a/ACg8ocLewkkPGR0yN7RhIiPsvXn-oVtb39tEx28HEtfqK6iGY1D6qQ=mo,"saya tidak bisa login,setiap memasukan pin atau verifikasi wajah,aplikasi nya mental terus,saya sudah menggunakan segala cara,bahkan saya sudah hapus aplikasi nya kemudian di download lagi secara berkala,tapi masih tidak bisa login,sangat mengecewakan dan tolong buat yang bersangkutan supaya di perbaiki lagi,terima kasih.",1,14,2.70.0,2024-12-08 21:01:03,,,2.70.0
9485cba9-9f6a-4a9b-ad4f-845f458b9b5c,Yana Suryana,https://play-lh.googleusercontent.com/a/ACg8ocKwWrBoPDPzv0A73QsTrU6IDTaCoXJ1uc9CmJPbIVXqh0sDKQ=mo,"Tidak bisa membuka riwayat transaksi muter terus padahal segala cara sudah dilakukan dari mulai update dana,menghapus data sampi unistall apk...hasil nya sama muter2...tolong diperbaiki. Tks",1,46,2.69.1,2024-12-03 07:00:52,,,2.69.1
ae6e7ec2-b49f-46ee-bca1-a3825571539d,Surya Putra,https://play-lh.googleusercontent.com/a/ACg8ocIxW805NNZSLGB1ULDvXp13cAEqVeXAwHUbC-wN_Yj_qDY9og=mo,"Gk bisa Upgrade premium, alasan aplikasi foto kurang baik, padahal kualitas kamera bagus, diana sangat tidak berguna atau membantu, hapus aja bantuan seperti itu, apk ini sangat jelek kualitas nya, tidak layak pakai, jika mau bintang 5 , upgrade akun saya jd premium",1,7,2.69.1,2024-12-08 20:47:13,"Hi kak Surya, maaf ya bikin khawatir. Utk keluhan gagal upgrade premium, yuk hubungi layanan Asisten Digital kami, caranya:
1. Buka aplikasi DANA
2. Masuk ke menu Me/Saya (Lihat sebelah kanan pojok bawah)
3. Klik notifikasi alasan gagal
4. Klik ""Diana siap membantu""
Thanks -IO-",2024-06-16 19:01:25,2.69.1
a3a5824a-62b6-42eb-b131-3b966bac6bc4,Sing Sanggup,https://play-lh.googleusercontent.com/a-/ALV-UjU-sZNtM2tnEnHenOkfJ98Fe9ryczXMEcXwxZI1iuYEbxWGuQg,"Kenapa tidak bisa upgrade ke dana premium ,,padahal sudah lengkap data sesuai e ktp,,tapi katanya tidak valid mohon penjelasanya Belum dapat penjelasan malah saldo dana tiba2 ada transaksi keluar, padahal gak melakukan transaksi apapun,saldo hilang",1,41,2.69.1,2024-12-06 16:10:19,,,2.69.1
ae4be50e-86d7-4502-b026-07ce783a7c16,jaya daniswara,https://play-lh.googleusercontent.com/a/ACg8ocI6ns2jmYfNYDDyuEoZlljZj9lig1-dPz7Q_fpiYgsMC7x4TA=mo,"Saya kurangi bintangnya, kenapa nggak bisa login dengan notifikasi jaringan bermasalah padahal jaringan bagus. Sudah reinstall tetap saja nggak bisa masuk dengan notifikasi yang sama. Tolong perbaiki agar konsumen tidak pindah ke Apk yang lain.",3,16,2.69.1,2024-12-06 03:48:23,,,2.69.1
cc9d2ee6-25d2-4930-9209-df92c8437fa6,Ali Mustofa,https://play-lh.googleusercontent.com/a-/ALV-UjXB1uYQXYS4CRDB0pUOqh1Kh4l4I9easbhfMIzZfUE8glKylFA,"Kenapa akhir-akhir ini dana tidak aman, saya sering kehilangan uang, padahal gx ada transaksi/langganan apapun.#(poligon saya tidak berlangganan tapi sudah ada 2x ada transaksi tampa pemberitahuan),. (saran sebelum ada transaksi ada pemberitahuan)",4,4,2.69.1,2024-12-11 05:05:44,,,2.69.1
202d6e51-e176-4a86-a3d9-bd25d4539abd,Reza Ramadhan,https://play-lh.googleusercontent.com/a-/ALV-UjVBHF1oXKmzmjiP7D6FTXvn7Iy7fGojuwsyFfSIIbSbFMdfCL_F,"Terulang lagi, tahun kemaren kirim saldo tidak terkirim ndak ada pengembalian atau pemberitahuan lebih lanjut. Ehh sekarangg tf 2x ke no rek bank, yg pertama tulisannya sukses tapi belum masuk ke rek tujuan, ehh malahh yg kedua udah masuk duluan. Dari jam set 10 lho, sampe sekarang jam 12 nggak ada perubahan. Udah chat diana dan cs nya, suruh hubungi pihak bank, pihak bang mengecek rekening, tdk ada riwayat transaksi yg ke1. Nunggu 6 hari. Lama banget. Perbaiki, dan selesaikan transaksi saya.!",2,127,2.69.0,2024-11-22 17:00:10,"Hi Teman DANA, hubungi Asisten Digital yuk, caranya:
-Keluhan transaksi:Buka App DANA, pilih History/Riwayat, pilih transaksi yg mau dilaporin, klik CHAT.
-Keluhan akun premium: Buka App DANA, pilih Me/Saya, Klik alasan gagal, klik CHAT",2023-07-25 07:20:20,2.69.0
b3254af6-a473-49fb-9ac6-4c35d710b159,gemericik boy,https://play-lh.googleusercontent.com/a/ACg8ocLwd6j5j-VYr3Iho18sUebGgX9D0QZvbJ1yLYOeXhHfAZ7B1g=mo,cuman garagara beli pulsa tanpa proteksi layar itu sangat lama transaksinya! sangat ingin cepat saldo 59rb kembali!!!! proses pembatalan transaksi sudah saya tunggu 2 hari tapi belum selesai juga! KECEWA berat perkara tidak pakai proteksi layar saldo 59rb jadi susah kembali!,1,1,2.70.0,2024-12-14 02:00:39,,,2.70.0
60b850de-32f4-48a1-b2ea-5d6e0c253214,aldi esa27,https://play-lh.googleusercontent.com/a/ACg8ocJTwtBoRb2ZEjro5Aq_-QprjNaSwDiCFms7_yMOde4ioLjHWg=mo,"Selama hampir 3 tahun saya Makai aplikasi ini saya sangat memuaskan, namun akhir akhir ini ko notifikasi dari dana nya agak delay dan saat selesai transfer itu pun ga ada notifikasi sama sekali dan ada notifikasi 1 jam setelahnya tolong diperbaiki lagi apk nya biar makin banyak yang tertarik Makai apk ini",5,301,2.69.0,2024-11-29 14:52:31,,,2.69.0
c4b4525a-25cc-47d3-95f0-f930b9481249,Gomezz Lx1,https://play-lh.googleusercontent.com/a/ACg8ocJIJLROA1qKaN0KuaUViyeKB6RUpRSW77UOS9Z_gHFbLTF0rA=mo,"Kenapa dana ada bug sekarang, ketika uang telah masuk ke dana dan ketika dibuka nominalnya tidak keliatan wlaupun direfresh terus menerus, harus keluar aplikasi dana dulu dan dibuka lagi baru keliatan nominalnya, jadi jengkel dan takut, karna liat uangnya tidak ada, ternyata bug dari aplikasi dana, bikin pusing, mau cepat bertambah lambat jadinya. Tq.",5,611,2.68.1,2024-11-25 00:01:04,,,2.68.1
51c7f5be-95a3-42ac-94a3-bed13847ebf8,arizki bangsri,https://play-lh.googleusercontent.com/a/ACg8ocKibRbXY1iOIiMuIG6ce4MOiD7kyWkjveoq-FpiX5RyPfYM2Q=mo,"aplikasi yang gak aman. udah bertahun2 pakai dana kok tiba2 saldo buat pembayaran yang gak jelas dan tanpa ada pemberitahuan dan verifikasi lagi dari pengguna, mohon perbaiki sistem keamanannya soalnya ini menyangkut masalah saldo yang GK tau kemana..dan uangnya tidak bisa kembali lagi",1,34,2.69.1,2024-12-13 04:58:36,,,2.69.1
3a5f5491-e58b-4cbd-9a6c-435b39f6a62a,Quͦeᷜeͭnͣ,https://play-lh.googleusercontent.com/a-/ALV-UjVu97EXmn1TrxxPhye5jIEEFBsfZjeoyRg-lN4FY7h6I-BsjjQ,"tiba2 duit ilang.. semalam juga gitu pembayaran terabox di aktivitas.. sedangkan aku gak pernah download terabox,, ditilep segitu banyak,, solusi apa yg harus diberikan untuk pengguna.. kalo tanpa pin saja bisa saldo tiba2 hilang?? sedangkan di cek di email atau dari dana sendiri pun tidak ada pengeluaran dari dana dibulan ini.. dan itu sering terjadi..",1,391,2.68.1,2024-11-15 23:58:43,,,2.68.1
be8d4879-ccea-4dbd-b3c8-d54302291334,Numero Nesca,https://play-lh.googleusercontent.com/a/ACg8ocKn7Fs9rAAyQqQtwAt2bJ47EJmDPrQ-MwA-hs8PcqNac3DVuw=mo,Sangat susah buat upgrade....eKTP udah usang buatan tahun 2012...Poto pasti tak jelas dong.... Pakai SIM juga tak bisa... Gimana lah solusi dari dana agar bisa di upgrade... Parah juga dana mau upgrade aja susah....tak bisa upgrade tak ada guna juga aplikasi ini,1,120,2.68.1,2024-11-17 01:13:27,"Halo Kak, utk keluhan kamu, sekarang bisa disampaikan via Email help@dana.id ya Kak. Dan pastikan hanya menerima informasi dari akun sosmed DANA resmi yang bercentang biru yah. 🙏🏽Thanks -AE-
",2022-10-17 05:32:28,2.68.1
dcd704e2-da59-4aca-8f68-92c26c9c1292,Donny Monyeet,https://play-lh.googleusercontent.com/a-/ALV-UjVoXsJKiN_9N4pd_DBe11L-y-OUao8K_4OFAeU9l4wf4WXkFZcwPQ,"Kenapa saya tidak bisa membuka aplikasi menggunakan paket data? Selalu harus menggunakan wifi, padahal selain aplikasi dana saya bisa menggunakan data untuk membuka aplikasi lain. Sudah saya ganti perdana dari XL, AXIS, TRI, TELKOMSEL, INDOSAT, selalu dibawah ada tulisan ( Koneksi internetmu terputus nih ) 🤬🤬",2,3,2.69.1,2024-12-12 11:47:07,,,2.69.1
aa2c4a22-61f0-4fc3-a15d-fa486e3a04a2,Richal APRILLIANO,https://play-lh.googleusercontent.com/a/ACg8ocI2hktztARUdIJ0Nh0Omum-45bdhvZzsxDo9pQ_7g4XBB6XZw=mo,"Kecewa pas saya mau narik saldo di dana dan pas di liat saldonya ternyata saldonya gak ada pas di cek di transaksi ada transferan ke bukalapak padahal saya gak ngapa""in dan gak ada transaksi apapun sama buka lapak tp ko bisa ada transaksi dri dana nya dan yg anehnya LG saya gak ngapa""in tiba"" kepotong tolong sistem",1,77,2.69.0,2024-11-29 18:27:06,,,2.69.0
aa52e0ab-4dc6-4ddf-a262-da3cb204eb0b,shusie lie (Shusie),https://play-lh.googleusercontent.com/a-/ALV-UjXQXMbJ3uX526xnnIHJA3yp9J2Ryt2i_AU3-B_j_3XSlOwNFrg,"Ribet amat,masa mau pindahkan saldo aja susah di haruskan upgrade ke premium jadi saldo tertahan di aplikasi ini,nomor HP ada dua,bikin pusing aja nih,yang non premium jadi sulit mau transaksi,saldo jadi tertahan buat apa itu saldo di tahan,,di harus banget upgrade ke premium,,nyesel banget gua download aplikasi ini",1,9,2.70.0,2024-12-10 12:36:55,,,2.70.0
9dfb3feb-4646-4120-bdf5-a1f96c28c4f6,Suroso Suroso,https://play-lh.googleusercontent.com/a/ACg8ocLKzadmfOTooPdsZXHBb9oLb668aHjzBodi8w4ZFGrastFzkw=mo,Keamanan dana sungguh mengecawakan...masa tdi siang saya dapat telpon mengatasnamakan dana paylatter lewat panggilan melalui WA saja saldo saya lngsung berkurang saya cek di aktivasi kok ada 3 transaksi semua masuk ke hotel murah pdahal saya Ndak melakukan transfer ..kok bisa otomatis motong saldo tanpa persetujuan sama yg akun aslinya...gmana itu keamanannya?????!!!!!!,2,12,2.69.1,2024-12-08 14:58:26,,,2.69.1
6335d4cc-1652-4422-8188-b42bc4191870,Anisa Rahman,https://play-lh.googleusercontent.com/a/ACg8ocKEvQBhYJeOZEzGGZn5UOSkC4aFn5Ah-ZZhkVLpbLaZbPGSkQ=mo,"Nyesek banget, tbtb uang kepotong gak jelas tanpa masukin pin. Walaupun langganan di apk tertentu harusnya konfirmasi atau masukin pin dlu gak sih? Kadang aku aja gatau kalau ke klik langganan. Ini asal potong aja. Padahal itu untuk bayaran yang lain. Mana nominalnya lumayan. Tbtb kepotong. Harusnya nya minta konfirmasi dlu dong minimal masukin pin kalau lanjut langganan",1,23,2.69.0,2024-12-01 09:50:28,,,2.69.0
